Dirección;Código postal;Localidad;Provincia;Teléfono;lat;lng
Av. del Cavall Bernat, 50;17250;Platja D'Aro;Girona;972828260;41.823685;3.0726905
Av. del Cid, 108;46018;Valencia;Valencia;963705616;39.46967;-0.40333986
Av. del Cid, 22;46018;Valencia;Valencia;963845929;39.4676;-0.39333
Av. del Cid Campeador, 7;09003;Burgos;Burgos;947257022;42.34397;-3.6989272
Av. del Compromiso de Caspe, 70;50002;Zaragoza;Zaragoza;976461078;41.645092;-0.8622094
Av. del Corazón de Jesús, 2;12600;Vall de Uxo;Castellón;964660108;39.82329;-0.23213446
Av. del Doctor Alemany, 24;46400;Cullera;Valencia;961738010;39.163776;-0.25528997
Av. del Doctor Arce, 32;28002;Madrid;Madrid;915900830;40.448402;-3.6790109
Av. del Doctor Clarà, 38;12002;Castellon de la Plana;Castellón;964201499;39.98541;-0.04763067
Av. del Doctor Fedriani, 26;41009;Sevilla;Sevilla;954915605;37.40776;-5.985158
Av. del Doctor Peset Aleixandre, 1;46009;Valencia;Valencia;963652535;39.49177;-0.37438273
Av. del Dos de Mayo, 22;28934;Mostoles;Madrid;916645400;40.320984;-3.8667128
Av. del Dr. Federico Rubio y Gali, 19;28039;Madrid;Madrid;914560540;40.44996;-3.70941
Av. del Dr. García Tapia, 200;28030;Madrid;Madrid;913715045;40.408287;-3.6365905
Av. del Ejército, 10;11500;Puerto de Santa Maria;Cádiz;956860225;36.5943;-6.2352085
Av. del Ejército, 27;28500;Arganda del Rey;Madrid;918760255;40.30272;-3.4478724
Av. del Ejército, 3;28500;Arganda del Rey;Madrid;918760105;40.301197;-3.4424758
Av. de Lepanto, 5;03726;El Poble Nou de Benitatxell;Alicante;966494166;38.72969;0.14366984
Av. de Les Corts Valencianes;46016;Tavernes Blanques;Valencia;961853517;39.5068;-0.365574
Av. de Levante, 124;28521;Rivas Vaciamadrid;Madrid;916701360;40.32861;-3.5126746
Av. del Generalísimo, 15;28391;Valdelaguna;Madrid;918937010;40.1618;-3.3680239
Av. del Generalísimo, 23;28630;Villa del Prado;Madrid;918604800;40.27787;-4.304449
Av. del Guadalix, 37;28120;Algete;Madrid;916220610;40.62945;-3.582981
Av. del Hospital, 1-B;28942;Fuenlabrada;Madrid;914986200;40.286427;-3.8179555
Av. del Juan Carlos I, 17;30800;Lorca;Murcia;968477005;37.672375;-1.6981571
Av. del Manzanares, 52;28011;Madrid;Madrid;913644600;40.404625;-3.7236035
Av. del Mar, 13;12003;Castellon de la Plana;Castellón;964221214;39.98558;-0.033321
Av. del Mar Mediterráneo, 108;28341;Valdemoro;Madrid;918083920;40.1816;-3.683753
Av. del Mediterraneo, 13;28007;Madrid;Madrid;914348431;40.40725;-3.675946
Av. del Mediterráneo, 286;04006;Almeria;Almería;950622050;36.84336;-2.447108
Av. del Mediterráneo, 62;03503;Benidorm;Alicante;966813034;38.53519;-0.10925174
Av. del Mediterraneo, S/N-Hotel Husa Gr;04009;Almeria;Almería;950624604;36.8518;-2.44663
Av. del Nueve de Octubre, 29;46520;Puerto de Sagunto;Valencia;962699011;39.661446;-0.2261746
Av. del Nueve de Octubre, 73;46520;Puerto de Sagunto;Valencia;962676885;39.663242;-0.22942811
Av. del Nuevo Mundo, 7;28660;Boadilla del Monte;Madrid;916324381;40.405434;-3.8862097
Av. de Logroño, 146;28042;Madrid;Madrid;913010715;40.47371;-3.5820231
Av. de l'Onze de Setembre, 41-43-45;08208;Sabadell;Barcelona;937450325;41.55275;2.1054368
Av. de los Almogávares, 43;14006;Cordoba;Córdoba;957767002;37.897614;-4.778731
Av. de los Canteros, 2;28412;Cerceda;Madrid;918420490;40.697758;-3.9326763
Av. de los Canteros, 8;28430;Alpedrete;Madrid;918579400;40.65996;-4.0262103
Av. de los Capuchinos, 2;12004;Castellon de la Plana;Castellón;964724690;39.989315;-0.0338586
Av. de los Derechos Humanos, 13-15;01015;Vitoria-Gasteiz;Álava;945357875;42.841694;-2.7007322
Av. de los Derechos Humanos, 5;28924;Alcorcon;Madrid;916427300;40.353577;-3.815968
Av. de los Menceyes. 329-331;38320;San Cristobal de la Laguna;S.C. Tenerife;922645037;28.468985;-16.289316
Av. de los Pinos, 1-3;41089;Dos Hermanas;Sevilla;954129210;37.33931;-5.9317856
Av. de los Poblados, 125;28025;Madrid;Madrid;913410200;40.373302;-3.7277467
Av. de los Reyes Católicos, 10;28802;Alcala de Henares;Madrid;918870100;40.47804;-3.3731246
Av. de los Reyes Católicos, 30;28802;Alcala de Henares;Madrid;918870200;40.47498;-3.376987
Av. de los Reyes Leoneses, 8 (Edificio Parasol);24008;Leon;León;987875360;42.60312;-5.5796237
Av. de los Santos Niños, 6;28550;Tielmes;Madrid;918737900;40.24596;-3.3162405
Av. del País Valencià, 14;46360;Buñol;Valencia;962501366;39.417057;-0.7882637
Av. del País Valencià, 38;03801;Alcoy;Alicante;965548000;38.696697;-0.4761672
Av. del País Valenciano, 11;03580;Alfaz del Pi;Alicante;966860370;38.5778;-0.10185421
Av. del País Valenciano, 124;03720;Benissa;Alicante;965732213;38.714226;0.04999369
Av. del País Valenciano, 124;46139;Pobla de Farnals;Valencia;961441465;39.577206;-0.32739043
Av. del País Valenciano, 5;03140;Guardamar del Segura;Alicante;966727750;38.089516;-0.6546964
Av. del País Valenciano, 63;46900;Torrent;Valencia;961595072;39.434254;-0.4690647
Av. del Paral·lel, 87-89;08004;Barcelona;Barcelona;934437700;41.37486;2.1655297
Av. del Partenón, 10;28042;Madrid;Madrid;917212950;40.46349;-3.616701
Av. del Pintor Felo Monzón, s/n. Bl. 2, Loc. 7 y 8;35019;Las Palmas de Gran Canaria;Las Palmas;928427655;28.09643;-15.455736
Av. del Pintor Tarraso, 99;46823;Navarres;Valencia;962266027;39.100403;-0.694668
Av. del Pintor Xavier Soler, 7;03015;Alicante;Alicante;965916540;38.36439;-0.46847463
Av. del Pla,126-C.C. Arenal Centro Comercia;03730;Javea;Alicante;965796255;38.78249;0.179665
Av. del Primero de Mayo, 21;13500;Puertollano;Ciudad Real;926440025;38.686596;-4.1032977
Av. del Príncipe de Asturias;28670;Villaviciosa de Odon;Madrid;916169590;40.35766;-3.9050171
Av. del Profesor López Piñero, 4 (Autovía del Saler, 4 - Bajo Dcha.);46013;Valencia;Valencia;963335957;39.45683;-0.3571093
Av. del Puerto, 119;46022;Valencia;Valencia;963319210;39.464535;-0.34800053
Av. del Puerto, 312;46024;Valencia;Valencia;963241140;39.460476;-0.33482283
Av. del Puerto, 42;46023;Valencia;Valencia;963370512;39.46704;-0.356702
Av. del Puerto, 97;46022;Valencia;Valencia;963307873;39.46512;-0.350136
Av. del Rei Jaume I, 102;07180;Santa Ponsa / Calvia;Illes Balears;971695943;39.515823;2.48438
Av. del Rey Don Jaime, 19;12001;Castellon de la Plana;Castellón;964252070;39.986507;-0.04042089
Av. del Rey Don Jaime, 21;12450;Jerica;Castellón;964129060;39.912403;-0.5713856
Av. del Sotillo 2 G G;40196;La Lastrilla;Segovia;921412850;40.96457;-4.096479
Av. del Tenor Fleta, 74;50007;Zaragoza;Zaragoza;976259350;41.63804;-0.8784263
Av. del Torreón, 4;13004;Ciudad Real;Ciudad Real;926270082;38.98415;-3.9250803
Av. de Madariaga, 14;48014;Bilbao;Vizcaya;944473756;43.2711;-2.94714
Av. de Madrid, 18;28229;Villanueva del Pardillo;Madrid;918154200;40.489285;-3.9619837
Av. de Madrid, 19;03330;Crevillent;Alicante;965400781;38.2464;-0.809373
Av. de Madrid, 2;28792;Miraflores de la Sierra;Madrid;918449128;40.81322;-3.7681925
Av. de Madrid, 25;28607;El Alamo;Madrid;918104310;40.230934;-3.9892051
Av. de Madrid, 31;28750;San Agustin de Guadalix;Madrid;918489020;40.67972;-3.6143289
Av. de Madrid, 38;28850;Torrejon de Ardoz;Madrid;916749040;40.46412;-3.4672132
Av. de Madrid, 60;08028;Barcelona;Barcelona;934090175;41.377647;2.1262274
Av. de Madrid, 81;28752;Lozoyuela;Madrid;918694122;40.926094;-3.6180632
Av. de Madrid, 8;20011;San Sebastian;Guipuzcoa;943445685;43.30467;-1.9770043
Av. de Manuel Girona, 30;08860;Castelldefels;Barcelona;936646370;41.285717;1.9823474
Av. de María Auxiliadora, 14;10002;Caceres;Cáceres;927627020;39.464245;-6.3733473
Av. de María Zambrano, 4;28903;Getafe;Madrid;916654940;40.32584;-3.722241
Av. de Martín-Vegue Jaudenes, 16;28912;Leganes;Madrid;916857313;40.328926;-3.7611325
Av. de Matadepera, 104-106;08207;Sabadell;Barcelona;937136140;41.56682;2.089151
Av. de Medina Olmos, 41;18500;Guadix;Granada;958669100;37.300045;-3.1313717
Av. de Menéndez y Pelayo, 3;28009;Madrid;Madrid;914320560;40.42234;-3.680184
Av. de Mestres Vicent, 27;03779;Els Poblets;Alicante;966475693;38.850395;0.01776964
Av. de Miguel de Cervantes, 1;41400;Ecija;Sevilla;955905230;37.540802;-5.0791163
Av. de Miguel de Unamuno, 3;28806;Alcala de Henares;Madrid;918770530;40.496807;-3.3743799
Av. de Mijas, 25;29649;Mijas;Málaga;952198850;36.551292;-4.6407533
Av. de Miraflores, 54;08905;L'Hospitalet de Llobregat;Barcelona;934486700;41.371593;2.1086218
Av. de Miramar, 3;39540;San Vicente de la Barquera;Cantabria;942715030;43.38336;-4.398756
Av. de Miranda, 2;48902;Barakaldo;Vizcaya;944180783;43.29875;-2.993753
Av. de Mistral, 33;08015;Barcelona;Barcelona;932289630;41.376656;2.1568716
Av. de Monelos, 103-105;15009;A Coruña;Coruña;981173288;43.347424;-8.401762
Av. de Monteclaro, 2;28223;Pozuelo de Alarcon;Madrid;917140325;40.450024;-3.8543494
Av. de Moratalaz, 155-157;28030;Madrid;Madrid;913287035;40.407562;-3.6469605
Av. de Moratalaz, 201;28030;Madrid;Madrid;913287160;40.409622;-3.641506
Av. de Muñoz Vázquez, 20;11630;Arcos de la Frontera;Cádiz;956717904;36.750816;-5.8146
Av. de Niza, 5;28022;Madrid;Madrid;913135720;40.42656;-3.606203
Av. de Ntra. Señora de Fátima, 34;28047;Madrid;Madrid;913602003;40.38368;-3.7473073
Av. de Nuestra Señora del Carmen, 15;35660;Corralejo;Las Palmas;928535954;28.7327;-13.8699
Av. de Oporto, 63;28019;Madrid;Madrid;915655005;40.38656;-3.7286968
Av. de Orovilla, 61;28041;Madrid;Madrid;913603005;40.35755;-3.6894143
Av. de Óscar Esplá, 30;03003;Alicante;Alicante;965984430;38.342625;-0.49381614
Av. de Oviedo, 180-F;39530;Puente San Miguel;Cantabria;942821820;43.359745;-4.086796
Av. de Oviedo, 69;33420;Lugones;Asturias;985980011;43.402702;-5.809257
Av. de Pablo Iglesias, 79;28521;Rivas Vaciamadrid;Madrid;914990952;40.348984;-3.525989
Av. de Pablo Neruda, 132;28018;Madrid;Madrid;917791000;40.3815;-3.657074
Av. de Pablo Picasso, 26;18006;Granada;Granada;958184090;37.164806;-3.594313
Av. de Palencia, 1;47010;Valladolid;Valladolid;983320005;41.659428;-4.7193155
Av. de Peguera, 14;07160;Peguera;Illes Balears;971685227;39.53733;2.4420226
Av. de Peña Prieta, 46;28038;Madrid;Madrid;915130195;40.40085;-3.6658926
Av. de Peña Prieta, 73;28038;Madrid;Madrid;915130055;40.40302;-3.6633906
Av. de Pi i Margall, 78;08140;Caldes de Montbui;Barcelona;938655880;41.630257;2.1653795
Av. de Pío XII, 26;31008;Pamplona;Navarra;948199750;42.807743;-1.660341
Av. de Pío XII, 28;46015;Valencia;Valencia;963455055;39.482197;-0.3929671
Av. de Pío XII, 4;45600;Talavera de la Reina;Toledo;925720068;39.964233;-4.8236685
Av. de Pío XII, 61;28016;Madrid;Madrid;913531300;40.466824;-3.6747947
Av. de Pío XII, 85;45600;Talavera de la Reina;Toledo;925720077;39.965088;-4.8318696
Av. de Puig i Cadafalch, 20-22;08310;Argentona;Barcelona;937974370;41.553883;2.4036562
Av. de Pumarín, 4;33001;Oviedo;Asturias;985118022;43.36688;-5.8456893
Av. de Rafaela Ybarra, 39;28026;Madrid;Madrid;915655180;40.38278;-3.711247
Av. de Rafael Finat, 17;28044;Madrid;Madrid;915095105;40.381786;-3.767
Av. de Ramón Carande, 21;41013;Sevilla;Sevilla;954296605;37.371124;-5.9782815
Av. de Ramón y Cajal, 103;28043;Madrid;Madrid;915151046;40.453457;-3.6622574
Av. de Ramón y Cajal, 67;28016;Madrid;Madrid;915151043;40.452614;-3.6687362
Av. de Ricardo Carapeto, 61;06008;Badajoz;Badajoz;924207143;38.87908;-6.9569097
Av. de Ricardo Soriano, 43;29600;Marbella;Málaga;952765075;36.510277;-4.8941264
Av. de Rigoberta Menchú, 2;28903;Getafe;Madrid;916843010;40.32372;-3.717091
Av. de Rodríguez Acosta, 2;18600;Motril;Granada;958833033;36.744156;-3.5170949
Av. de Roma, 124;08015;Barcelona;Barcelona;934520866;41.384922;2.154007
Av. de Roquetas de Mar, 59;04740;Roquetas de Mar;Almería;950328830;36.753925;-2.607516
Av. de Rubine, 6;15004;A Coruña;Coruña;981145992;43.367832;-8.409091
Av. de Salvador Allende, 41;28907;Getafe;Madrid;914913375;40.32063;-3.7391121
Av. de Sancho El Fuerte, 69;31007;Pamplona;Navarra;948198020;42.809875;-1.6561285
Av. de San Esteban, 20;08402;Granollers;Barcelona;938600110;41.603996;2.2903485
Av. de San Francisco Javier, 21-23;41005;Sevilla;Sevilla;954932640;37.378193;-5.974479
Av. de San Isidro, 4;12132;Atzeneta del Maestrat;Castellón;964370053;40.215683;-0.17110348
Av. de San Luis, 8;28033;Madrid;Madrid;913821170;40.473232;-3.6489952
Av. de San Onofre, 27;46930;Quart de Poblet;Valencia;961539470;39.48233;-0.44641614
Av. de Santa Coloma, 40;08922;Santa Coloma de Gramanet;Barcelona;934665800;41.44895;2.207549
Av. de Santa Cruz, 188;38600;Granadilla de Abona;S.C. Tenerife;922393562;28.072014;-16.556318
Av. de Santa María del Puig, 2;46132;Almassera;Valencia;961853762;39.512386;-0.35600424
Av. de Santander, 25;34003;Palencia;Palencia;979707111;42.017483;-4.531224
Av. de Sant Joan de Deu, 34;43820;Calafell;Tarragona;977699002;41.186714;1.5693712
Av.descartes,2 Ed.j.del Ingles-Edif. Jardín;11405;Jerez de la Frontera;Cádiz;956318723;36.70549;-6.10688
Av. de Segovia, 55;47013;Valladolid;Valladolid;983457030;41.641144;-4.7205243
Av. de Sevilla, 41;41720;Los Palacios y Villafranca;Sevilla;955819349;37.163177;-5.92441
Av. de Sinforiano Madroñero, 18;06011;Badajoz;Badajoz;924205032;38.867504;-6.9863496
Av. de Taco, 140;38108;Taco;S.C. Tenerife;922625666;28.449;-16.2965
Av. de Tagomago, 39;07660;Cala D'Or;Illes Balears;971648217;39.37509;3.2291703
Av. de Tarragona, 31;08380;Malgrat de Mar;Barcelona;937655360;41.644257;2.7348177
Av. de Torrelaguna, 20;19200;Azuqueca de Henares;Guadalajara;949348025;40.56366;-3.2658362
Av. de Trasmiera, 1;39140;Somo;Cantabria;942511900;43.453926;-3.742346
Av. de Valencia, 132;46140;Ademuz;Valencia;978782081;40.063553;-1.2852931
Av. de Valencia, 6;12520;Nules;Castellón;964671575;39.8519;-0.154999
Av. de Valencia, 63;12005;Castellon de la Plana;Castellón;964200633;39.9758;-0.048527
Av. de Valladolid, 2;28804;Alcala de Henares;Madrid;918870280;40.4849;-3.3478153
Av. de Valladolid, 47;28008;Madrid;Madrid;915489890;40.429153;-3.7302577
Av. de Valladolid, 7;34002;Palencia;Palencia;979165054;42.002174;-4.5275264
Av. de Valladolid, 8;28922;Alcorcon;Madrid;916449140;40.34181;-3.8290143
Av. de Velázquez, 60;29004;Malaga;Málaga;952040305;36.696133;-4.4503155
Av. de Vicente Blasco Ibáñez, 33;46920;Mislata;Valencia;963132020;39.472122;-0.41339278
Av. de Vicente Ferri, 2;46650;Canals;Valencia;962240478;38.9624;-0.584915
Av. de Vicenti, 4;36940;Cangas;Pontevedra;986392247;42.2633;-8.78515
Av. de Viñagrande, 29;28925;Alcorcon;Madrid;916427100;40.349182;-3.803496
Av. de Zumalacárregui, 38;01400;Llodio;Álava;946729849;43.144707;-2.9622264
Av. Diagonal, 417;08008;Barcelona;Barcelona;932920395;41.394855;2.1539319
Av. Diagonal, 612;08021;Barcelona;Barcelona;932418090;41.392498;2.141937
Av. Diagonal, 640;08017;Barcelona;Barcelona;934948670;41.390976;2.1359074
Av. Diagonal, 650;08017;Barcelona;Barcelona;932524080;41.39012;2.1326137
Av. d'Icaria, 145-147;08005;Barcelona;Barcelona;932256710;41.390903;2.1966326
Av. Doctor García Tapia, 155;28030;Madrid;Madrid;913016050;40.407906;-3.631995
Av. Doctor Roentgen, 4;03180;Torrevieja;Alicante;965705737;37.9851;-0.658729
Av. do Malecón, 2;15635;Santa Eugenia de Ribeira;Coruña;981835405;42.555836;-8.990932
Av. Dos de Mayo, 20;46960;Aldaia;Valencia;961502014;39.4596;-0.463317
Av. Dos de Mayo, 59;28934;Mostoles;Madrid;916645800;40.319576;-3.8733923
Av. Dr. Waksman, 26;46006;Valencia;Valencia;963338975;39.45618;-0.372674
Av. Ensanche de Vallecas, 76;28051;Madrid;Madrid;914942305;40.364265;-3.6010985
Av. Entrevías, 66;28053;Madrid;Madrid;915079100;40.3804;-3.667377
Av. España, 110;41700;Dos Hermanas;Sevilla;955679239;37.291603;-5.927698
Av. España, 2-4;02002;Albacete;Albacete;967502778;38.9865;-1.85437
Av. España, 45;46410;Sueca;Valencia;961700381;39.1999;-0.314065
Av. España, 50;28700;San Sebastian de los Reyes;Madrid;916573070;40.54616;-3.634216
Av. Europa, 17;28224;Pozuelo de Alarcon;Madrid;913518354;40.440594;-3.7883627
Av. Europa, 31;28224;Pozuelo de Alarcon;Madrid;917140331;40.444477;-3.789728
Av. Federico Garcia Lorca, 7;04004;Almeria;Almería;950280543;36.84048;-2.459118
Av. Felipe II, 15;28009;Madrid;Madrid;914320320;40.423935;-3.6737916
Av. Fernandez Ladreda 8;40001;Segovia;Segovia;921415010;40.94739;-4.118854
Av. Fortalesa, 9;17450;Hostalric;Girona;972865752;41.74516;2.6285
Av. Francesc Macia, 10;08800;Vilanova i la Geltru;Barcelona;938147252;41.22365;1.72405
Av. Francia, 47 Edif. Guadalavi;46023;Valencia;Valencia;963307364;39.45932;-0.34707
Av. Fuenlabrada, 17;28911;Leganes;Madrid;916857090;40.332146;-3.7615292
Av. Fuenlabrada, 76;28911;Leganes;Madrid;916857303;40.326344;-3.7647274
Av. Garraf, 34-36;08800;Vilanova i la Geltru;Barcelona;938166247;41.22319;1.73015
Av. Gaspar Aguilar, 1;46007;Valencia;Valencia;963803750;39.4594;-0.388266
Av. General, 20;28042;Madrid;Madrid;917480740;40.47143;-3.5798113
Av. General Aviles, 28;46015;Valencia;Valencia;963468127;39.487;-0.393823
Av. General Aviles, 44;46015;Valencia;Valencia;963402918;39.4853;-0.397589
Av. Generalitat, 14;03560;El Campello;Alicante;965634112;38.4273;-0.397053
Av. General López Domínguez, 6;29600;Marbella;Málaga;952901707;36.510715;-4.87457
Av. Gomez Ferrer, 4;46910;Sedavi;Valencia;963751151;39.425285;-0.386407
Av. Gran Capitan, 29;14008;Cordoba;Córdoba;957498130;37.889523;-4.782825
Av. Gregorio Gea, 38;46920;Mislata;Valencia;963707104;39.473698;-0.417319
Av. Guadarrama;28220;Majadahonda;Madrid;916398210;40.479664;-3.870277
Av. Hispanidad, 30;08397;Pineda de Mar;Barcelona;937695691;41.61868;2.67309
AV. HISTORIADOR VICENTE RAMOS, 2;03540;Alicante;Alicante;965268927;38.36487;-0.4312563
Av. Il.licita Absent, 8;03202;Elche;Alicante;965429294;38.2768;-0.678052
Avinguda Alacant, 31;03202;Elche;Alicante;965457130;38.26895;-0.68481
Avinguda D'Alacant, 1;46701;Gandia;Valencia;962873226;38.9688;-0.180598
Avinguda de Vidreres, 109-111;17310;Lloret de Mar;Girona;972346320;41.70775;2.84187
Avinguda Escultor Monjo, 41974;08340;Vilassar de Mar;Barcelona;937593708;41.502262;2.3906584
Avinguda Generalitat, 55;08210;Barbera del Valles;Barcelona;937192422;41.5154;2.12345
Avinguda Sant Nonet, 14;08458;Sant Pere de Vilamajor;Barcelona;938452608;41.68383;2.389926
Av. Jaime Recoder, 2;08302;Mataro;Barcelona;937575844;41.53536;2.44209
Av. Jaume I, 62;46800;Xativa;Valencia;962275092;38.9897;-0.519941
Av. Jaume III, 26;07012;Palma de Mallorca;Illes Balears;971213722;39.572548;2.6426191
Av. Joan Carles I, 5;12580;Benicarlo;Castellón;964472211;40.4185;0.425559
Av. Jose Antonio, 105;35500;Arrecife;Las Palmas;928844709;28.959253;-13.55676
Av. Jose Vidal Canet, 22;46740;Carcaixent;Valencia;962432413;39.1243;-0.447671
Av. Juan Carlos I, 14;28806;Alcala de Henares;Madrid;918023322;40.48301;-3.394456
Av. Juan Carlos I, 28;03440;Ibi;Alicante;965554213;38.6245;-0.571879
Av. Juan Carlos I, 50;30800;Lorca;Murcia;968478077;37.674812;-1.696069
Av. Justina y Berdía, 32;39620;Saron;Cantabria;942517730;43.326748;-3.8515234
Av. la Rapita, 34;43870;Amposta;Tarragona;977702833;40.7108;0.579926
Av. Les Garrigues, 5;25001;Lleida;Lleida;973208360;41.612976;0.6308343
Av. Llibertat, 31;08100;Mollet del Valles;Barcelona;935937212;41.53615;2.21184
Av. Logroño, 201;28042;Madrid;Madrid;913120100;40.46165;-3.591013
Av. Madrid, 191-193;50010;Zaragoza;Zaragoza;976327311;41.65257;-0.907982
Av. Madrid, 3;30500;Molina de Segura;Murcia;968642141;38.057564;-1.21561
Av. Malvarrosa, 72;46011;Valencia;Valencia;963713117;39.48018;-0.328105
Av. Maresme, 6;08396;Sant Cebria de Vallalta;Barcelona;937631416;41.62018;2.6026332
Av.marina Baixa,29-Ed.la Cala, Edif. la Cala L;03509;Finestrat;Alicante;966830404;38.533978;-0.159822
Av. Marquesa de Castellbell, 46;08980;Sant Feliu de Llobregat;Barcelona;936857900;41.38213;2.0511458
Av. Marques de Corbera, 10-12;28017;Madrid;Madrid;917240220;40.422874;-3.655615
Av. Mayor, 38;46130;Massamagrell;Valencia;961440079;39.57079;-0.33127427
Av. Mediterráneo, 135;29730;Rincon de la Victoria;Málaga;952978152;36.71506;-4.284206
Av. Mediterraneo, 38-Bajo Iz Bajo Izq.;03503;Benidorm;Alicante;966830400;38.5364;-0.11692286
Av. Meridiana, 180;08026;Barcelona;Barcelona;932431180;41.412167;2.1871269
Av. Meridiana, 363;08016;Barcelona;Barcelona;934988110;41.428547;2.1840692
Av. Miguel Hernandez 13-Dup;46970;Alaquas;Valencia;961506454;39.4582;-0.455171
Av. Miraflores, 88;08905;L'Hospitalet de Llobregat;Barcelona;934492456;41.3726;2.10691
Av. Monte Igueldo, 11;28053;Madrid;Madrid;915130035;40.39703;-3.6678202
Av. Monte Igueldo, 68;28053;Madrid;Madrid;915130175;40.393097;-3.6699455
Av. Montevideo, 170-172;08340;Vilassar de Mar;Barcelona;937500811;41.508675;2.3874798
Av. Novelda, 64;03010;Alicante;Alicante;965174667;38.363544;-0.494093
Av. Nuestra Señora Valvanera, 96;28025;Madrid;Madrid;914220800;40.391476;-3.7378407
